feature	r2_score	cell_count_coef	siRNA_dose_contribution
Cytoplasm_Correlation_K_CY5_GFP	0.06072717963366736	0.009535325217577861	0.9454526895927164
Cytoplasm_Correlation_K_CY5_RFP	0.04341996109984103	0.007568144405752976	1.6998699840006732
Cytoplasm_Correlation_K_DAPI_CY5	0.0368387978692597	-0.007575254207484219	-0.3345496408076606
Cytoplasm_Correlation_K_DAPI_GFP	0.0011402225699645996	-0.0008663559829973589	-0.6175254342284172
Cytoplasm_Correlation_K_DAPI_RFP	0.0005072288484224696	-0.0008449974403029679	0.31000312598382984
Cytoplasm_Correlation_K_GFP_CY5	0.05824145721181573	-0.009575074233380153	-0.24999936303930817
Cytoplasm_Correlation_K_GFP_DAPI	0.00032955785642108104	0.0005685983468789055	0.2524527998857057
Cytoplasm_Correlation_K_GFP_RFP	0.0030082948883738414	-0.0021217463880300546	0.6384662047422585
Cytoplasm_Correlation_K_RFP_CY5	0.0072368798035786774	-0.003166597510617336	-0.5726345870179195
Cytoplasm_Correlation_K_RFP_DAPI	9.150032644156258e-05	-0.00024201054812229516	0.2258108403602613
Cytoplasm_Correlation_K_RFP_GFP	0.0009193839714267682	0.0011808632550997305	-0.33529409993811155
Cytoplasm_Correlation_Manders_CY5_DAPI	0.0017737061367929519	0.0016407068655498996	0.13446654133197544
Cytoplasm_Correlation_Manders_CY5_GFP	0.0005511898684285033	0.0006395015874605515	-0.5326829846634644
Cytoplasm_Correlation_Manders_CY5_RFP	0.002808459370937766	-0.0018740523271105949	0.8798757021539151
Cytoplasm_Correlation_Manders_DAPI_CY5	0.0200553436667954	-0.005569459445735471	-0.3080474714171475
Cytoplasm_Correlation_Manders_DAPI_GFP	0.0026357693974357055	-0.0020693563027715887	0.29166343547589996
Cytoplasm_Correlation_Manders_DAPI_RFP	0.0033780408192949363	-0.0023438252309590283	0.31667554305152634
Cytoplasm_Correlation_Manders_GFP_CY5	0.011290180605578515	-0.004276210322408142	0.6652618042706518
Cytoplasm_Correlation_Manders_GFP_DAPI	7.56627071893945e-05	0.0002751585207367451	0.11843187974904619
Cytoplasm_Correlation_Manders_GFP_RFP	0.002341960603968407	-0.0016075081512764006	0.9052932092501508
Cytoplasm_Correlation_Manders_RFP_CY5	0.03190674744506505	-0.007123755146783714	-0.040261612522367644
Cytoplasm_Correlation_Manders_RFP_DAPI	2.933631337465048e-05	-0.00021633596500463293	0.043275040890135785
Cytoplasm_Correlation_Manders_RFP_GFP	0.006937050614759688	-0.0031237716386540385	-0.5199569164529696
Cytoplasm_Correlation_Overlap_CY5_DAPI	0.005047804354572527	-0.0026255611225912065	-0.5098499934502806
Cytoplasm_Correlation_Overlap_CY5_GFP	0.014212054534376461	-0.004750708834963608	0.9981497240294462
Cytoplasm_Correlation_Overlap_CY5_RFP	0.01322210385499678	0.004127383881360824	1.0084077203823225
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.0022172931977317845	-0.0012322911872400218	-0.8451740905870933
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.0049597834984407285	-0.000985780769219248	-1.6860481741510454
Cytoplasm_Correlation_Overlap_GFP_RFP	0.0014652159391954633	-0.0014845425551380507	0.43736764440472975
Cytoplasm_Correlation_RWC_CY5_DAPI	0.021684594751164576	0.00580255785604428	0.2861038802910817
Cytoplasm_Correlation_RWC_CY5_GFP	0.005723080991357543	0.002987422738415296	-0.727512469348326
Cytoplasm_Correlation_RWC_CY5_RFP	0.022285643391910415	0.005301247655716556	1.38736308511504
Cytoplasm_Correlation_RWC_DAPI_CY5	0.04483228781176296	0.008448526214427477	0.029253503359513596
Cytoplasm_Correlation_RWC_DAPI_GFP	0.016048691273347182	0.004782646232563173	0.7337959639154897
Cytoplasm_Correlation_RWC_DAPI_RFP	0.0036905170737550064	0.0024302331432602656	-0.020807823315919946
Cytoplasm_Correlation_RWC_GFP_CY5	0.004877241073785621	-0.0024400910423744747	-0.700727369091969
Cytoplasm_Correlation_RWC_GFP_DAPI	0.0038190075350708064	0.0023170786507350116	0.38699100663885416
Cytoplasm_Correlation_RWC_GFP_RFP	0.005486114169034884	-0.002901746252020993	0.7769193519292338
Cytoplasm_Correlation_RWC_RFP_CY5	0.027761121029601488	-0.006662380513012664	0.042494913114257724
Cytoplasm_Correlation_RWC_RFP_DAPI	0.00016871038985821762	0.0005189741402327036	-0.10298873531260584
Cytoplasm_Correlation_RWC_RFP_GFP	0.008774625141676706	-0.003559847297814297	-0.49776435892261095
Cytoplasm_Granularity_10_CY5	0.0008965501339596171	-0.0001522388341176609	0.8180376418415524
Cytoplasm_Granularity_10_DAPI	8.901857771770327e-05	-0.00037445874648153656	0.0846595311759241
Cytoplasm_Granularity_10_GFP	0.00046309011497958075	-0.0007643527779364523	0.35350874949568156
Cytoplasm_Granularity_10_RFP	0.0012257375701570927	-0.0014046119788355528	0.24859659307423118
Cytoplasm_Granularity_11_CY5	0.0015108907507800362	-0.0015405499768589017	0.35606947870699607
Cytoplasm_Granularity_11_DAPI	0.0007733284422168918	-0.0006717729515199847	0.6697596201395438
Cytoplasm_Granularity_11_GFP	0.0009008868728364039	-0.0010948004518256118	0.45809267561154926
Cytoplasm_Granularity_11_RFP	0.0025137051543513422	-0.0019441507053309804	0.5735478824633511
Cytoplasm_Granularity_12_CY5	0.00031469603546230296	-0.0006741304922546616	-0.09432314808604603
Cytoplasm_Granularity_12_DAPI	0.002240512927768834	-0.0019113065439878467	0.1820230259841854
Cytoplasm_Granularity_12_GFP	0.0005076638075053319	-0.0005420983767993594	0.5435268647639847
Cytoplasm_Granularity_12_RFP	9.587055948256928e-05	-0.00025134222074725977	0.22953355096252717
Cytoplasm_Granularity_13_CY5	0.000865019388134769	-0.0011337341248220775	-0.12271026361399039
Cytoplasm_Granularity_13_DAPI	0.0020794997932848114	-0.0018322952144800243	0.30672010223141183
Cytoplasm_Granularity_13_GFP	0.0002047928969214352	-6.431270956234633e-05	-0.3778597909881467
Cytoplasm_Granularity_13_RFP	0.00022445958830319412	-0.0006042480866649042	0.040888626687262515
Cytoplasm_Granularity_14_CY5	0.002130354735794926	-0.0017610671429456233	0.5854814918793448
Cytoplasm_Granularity_14_DAPI	0.0017117433782708469	-0.001668037838827926	0.23045043518140024
Cytoplasm_Granularity_14_GFP	0.0018839292183780998	-0.0017447383209793091	0.2870064465040747
Cytoplasm_Granularity_14_RFP	0.0031477249786592276	-0.0022622541600596452	0.3089559697445528
Cytoplasm_Granularity_15_CY5	0.0007450854143605801	-0.0010997900167108278	0.061520090543983774
Cytoplasm_Granularity_15_DAPI	0.003590133439274501	-0.0024121310062232507	0.36887282028029883
Cytoplasm_Granularity_15_GFP	0.001985477699360527	-0.0017828024483230946	0.3419734401627279
Cytoplasm_Granularity_15_RFP	0.005313320782772579	-0.0029418040177050984	0.36128853152648116
Cytoplasm_Granularity_16_CY5	0.0007297569287185723	-0.0006225623032062483	0.6620704242033552
Cytoplasm_Granularity_16_DAPI	0.00017905786126293233	-0.0004413326091921771	0.2530250175861369
Cytoplasm_Granularity_16_GFP	0.0023805380856750658	-0.0019293202795224718	-0.07313440149336349
Cytoplasm_Granularity_16_RFP	0.00305037690804133	-0.002113917722894805	-0.26308874029156415
Cytoplasm_Granularity_1_CY5	0.01692822912587122	0.005220875674390634	-0.9182733375514924
Cytoplasm_Granularity_1_DAPI	0.0006770157073533456	0.0010474709202108678	-0.16024559021993803
Cytoplasm_Granularity_1_GFP	0.0006727698819167793	0.001006722112894227	-0.2946464406961785
Cytoplasm_Granularity_1_RFP	0.00449166166262982	0.0026558108254863873	0.08107513030816535
Cytoplasm_Granularity_2_CY5	0.00885699966681286	0.003783571786331121	-0.6186263059324861
Cytoplasm_Granularity_2_DAPI	9.825384030937023e-05	0.0003993746997219915	-0.02233133721648003
Cytoplasm_Granularity_2_GFP	0.0019143913352070996	0.0017650916313769304	-0.22940120703967987
Cytoplasm_Granularity_2_RFP	0.003486908400103572	0.0023467791940002818	0.046567728321984775
Cytoplasm_Granularity_3_CY5	0.0012878857071879635	0.0014451628921973657	-0.07357697759506529
Cytoplasm_Granularity_3_DAPI	0.00074037910167013	0.0009325107914131203	0.2951051836960274
Cytoplasm_Granularity_3_GFP	0.001850727252070139	0.0016787753911161006	0.1300548280554261
Cytoplasm_Granularity_3_RFP	0.0016476861817368293	0.001403037415530067	0.4260374595143676
Cytoplasm_Granularity_4_CY5	0.0009679430278665135	0.0011818843536251988	-0.4039401736896638
Cytoplasm_Granularity_4_DAPI	6.55646350947725e-05	0.0002320088753892698	0.13085295717681472
Cytoplasm_Granularity_4_GFP	0.00015208394217902654	0.00047440264010496433	0.05362153465087305
Cytoplasm_Granularity_4_RFP	0.0005545446342938298	0.0008595029211592134	0.185801221108694
Cytoplasm_Granularity_5_CY5	0.0004303902344700017	-0.0007846134357885627	-0.11753861084340674
Cytoplasm_Granularity_5_DAPI	0.00012588359235732316	-0.00039356411757071483	-0.11061770022183036
Cytoplasm_Granularity_5_GFP	4.603505565003996e-05	0.00025015142470470706	0.04962889846969454
Cytoplasm_Granularity_5_RFP	0.00037835789366236217	0.0006913589752480926	-0.31900772118773624
Cytoplasm_Granularity_6_CY5	0.0002820366941099772	-0.0005367171068123951	0.3313822055599119
Cytoplasm_Granularity_6_DAPI	0.00013130815892603565	0.0003612640624209421	0.15716406743978778
Cytoplasm_Granularity_6_GFP	0.00013640479119580995	0.000327262432950703	0.1943496750709258
Cytoplasm_Granularity_6_RFP	0.00062332185532743	0.0002338458418257963	-0.6798109061926025
Cytoplasm_Granularity_7_CY5	0.0001712666994218015	0.00012467535237247634	0.3311389564367837
Cytoplasm_Granularity_7_DAPI	0.0004256285445142227	0.0002814616458663904	-0.553049915415613
Cytoplasm_Granularity_7_GFP	0.0002718293965472407	0.0005970707604229248	-0.25715473544662787
Cytoplasm_Granularity_7_RFP	0.0005884667866450366	-0.0009102646173538271	0.3337300513555853
Cytoplasm_Granularity_8_CY5	0.001355781921217436	0.0009859496263418133	0.6456554095422979
Cytoplasm_Granularity_8_DAPI	0.00017136755621394162	-0.0005221803119972075	0.10752150915331832
Cytoplasm_Granularity_8_GFP	0.00014269120240140154	0.00033704989146104194	0.1970295291712665
Cytoplasm_Granularity_8_RFP	1.4146425513228422e-05	-6.587937286445185e-05	-0.0849566921859707
Cytoplasm_Granularity_9_CY5	0.0006067988368947397	-0.00044376098580657577	0.6404038628419934
Cytoplasm_Granularity_9_DAPI	0.0005670014109294685	-0.0009539466074489764	0.015284492247608519
Cytoplasm_Granularity_9_GFP	0.0002293459788750285	-0.0003072578822417973	0.38474901323670324
Cytoplasm_Granularity_9_RFP	0.0005759479795465205	-0.0009466451441312881	-0.04355444374008642
Cytoplasm_Intensity_IntegratedIntensityEdge_CY5	0.053697962558041046	-0.009237158585988349	-0.07117561401194802
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	0.00446362335687478	-0.0022924593574364803	1.18240267702089
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	0.002789972623024717	-0.002036484166210764	-0.21950550834134963
Cytoplasm_Intensity_IntegratedIntensityEdge_RFP	0.0017879933680442495	-0.00020254609592136128	1.1550057331877985
Cytoplasm_Intensity_IntegratedIntensity_CY5	0.04781528281182523	-0.008692181798355975	-0.16527381980404263
Cytoplasm_Intensity_IntegratedIntensity_DAPI	0.00038820791495319806	-0.0007640917233237961	-0.07154770824904803
Cytoplasm_Intensity_IntegratedIntensity_GFP	0.004342185780829122	-0.002570904669585081	-0.2005951189986944
Cytoplasm_Intensity_IntegratedIntensity_RFP	0.003168780879914679	-0.0021671891753179506	0.6768722798377891
Cytoplasm_Intensity_LowerQuartileIntensity_CY5	0.03130663876888984	-0.006928404225156676	-0.4710297840200032
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	0.0004421172268900264	-0.0003099506045030132	0.5601812515069583
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	0.0025681487317134044	-0.001990574037777571	-0.1173773188328753
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.003361543919535359	-0.0020968308376001113	0.9078353028966287
Cytoplasm_Intensity_MADIntensity_CY5	0.02730764722336665	-0.006614571609229147	0.07622010388184436
Cytoplasm_Intensity_MADIntensity_DAPI	0.001067931272313194	-0.0005081085217885555	0.8661343160858742
Cytoplasm_Intensity_MADIntensity_GFP	0.004099098703657655	-0.0021862519446659455	-0.7036246109261676
Cytoplasm_Intensity_MADIntensity_RFP	0.0015019534142641788	-0.0014735176250873275	0.5009218974739138
Cytoplasm_Intensity_MassDisplacement_CY5	0.0012491957537984488	0.0012292846525030893	0.3616328610596118
Cytoplasm_Intensity_MassDisplacement_DAPI	0.0003604419573951523	3.552533660953543e-05	-0.5160819388095793
Cytoplasm_Intensity_MassDisplacement_GFP	0.0003903305576165028	0.00047586110831411414	0.38067371558475105
Cytoplasm_Intensity_MassDisplacement_RFP	0.0008800955018597456	-0.001182331396506715	-0.010090992221488937
Cytoplasm_Intensity_MaxIntensityEdge_CY5	0.03797972763478785	-0.007608802068200832	-0.579085719518204
Cytoplasm_Intensity_MaxIntensityEdge_DAPI	0.013711311196554776	-0.0035976447626400493	2.4152183076041718
Cytoplasm_Intensity_MaxIntensityEdge_GFP	0.002733718527007767	-0.0021087253362057704	0.14249041736779405
Cytoplasm_Intensity_MaxIntensityEdge_RFP	0.001283535715868589	0.0012734418071913406	0.33134388400357406
Cytoplasm_Intensity_MaxIntensity_CY5	0.024095239361075382	-0.005962368407966601	-0.6944776266364965
Cytoplasm_Intensity_MaxIntensity_DAPI	0.0117567181497924	-0.0033444009360001446	2.227485794473557
Cytoplasm_Intensity_MaxIntensity_GFP	0.0009023745621612456	-0.0011845873462365604	-0.05556385850939609
Cytoplasm_Intensity_MaxIntensity_RFP	0.0009967128082808419	-5.6543145961722564e-05	0.8580173270219906
Cytoplasm_Intensity_MeanIntensityEdge_CY5	0.028151017853803584	-0.0066363755366762745	-0.2455082939533372
Cytoplasm_Intensity_MeanIntensityEdge_DAPI	0.00315044707674339	-0.0021771308895931047	0.6407035467666095
Cytoplasm_Intensity_MeanIntensityEdge_GFP	0.0019299797254533901	-0.0016518222747701544	-0.26679508957776893
Cytoplasm_Intensity_MeanIntensityEdge_RFP	0.0007362794633944958	-0.0006085144308995089	0.6710019701451733
Cytoplasm_Intensity_MeanIntensity_CY5	0.0495874982506006	-0.008846676518676936	-0.1878322821404223
Cytoplasm_Intensity_MeanIntensity_DAPI	0.0005811748594560795	-0.0008127717003896072	0.44029958261133745
Cytoplasm_Intensity_MeanIntensity_GFP	0.002350896763293031	-0.0018692817800846683	-0.20171745681844058
Cytoplasm_Intensity_MeanIntensity_RFP	0.003329836439562306	-0.0019530752696658553	1.0469188132201492
Cytoplasm_Intensity_MedianIntensity_CY5	0.02942941534447585	-0.006775379891475201	-0.28404026032735147
Cytoplasm_Intensity_MedianIntensity_DAPI	0.0006279049400692571	-0.0003372622628803297	0.6723658290646327
Cytoplasm_Intensity_MedianIntensity_GFP	0.0032915924097572935	-0.002071026780867876	-0.48657542473159315
Cytoplasm_Intensity_MedianIntensity_RFP	0.0033268106921208185	-0.0019007027992409616	1.0920052232318904
Cytoplasm_Intensity_MinIntensityEdge_CY5	0.0002123925252194292	-0.0002916695730882824	-0.31273203872583316
Cytoplasm_Intensity_MinIntensityEdge_DAPI	0.0004055341666021617	-0.0007052608770115368	0.3418342290376785
Cytoplasm_Intensity_MinIntensityEdge_GFP	0.003457212146206312	-0.0023224257889027443	0.5638640678824622
Cytoplasm_Intensity_MinIntensityEdge_RFP	0.016877330046535022	-0.005162718317934124	1.1420387274597006
Cytoplasm_Intensity_MinIntensity_CY5	0.0001803833472325822	-0.00029657773471352934	-0.27404685444394666
Cytoplasm_Intensity_MinIntensity_DAPI	0.00039207621753512	-0.000719327352756247	0.30598082863180964
Cytoplasm_Intensity_MinIntensity_GFP	0.0034295798986437864	-0.0023224593441327893	0.5316416134862629
Cytoplasm_Intensity_MinIntensity_RFP	0.012981425615156694	-0.004598924857490546	0.3750499362488029
Cytoplasm_Intensity_StdIntensityEdge_CY5	0.03896171667738413	-0.007880606413239491	-0.006629449430366382
Cytoplasm_Intensity_StdIntensityEdge_DAPI	0.010417816264085333	-0.0038028144638921767	1.4460201766870973
Cytoplasm_Intensity_StdIntensityEdge_GFP	0.0031909802093024187	-0.0021972738037722653	-0.18890774587367412
Cytoplasm_Intensity_StdIntensityEdge_RFP	0.0002052786969234388	-0.00043028648737230776	0.302102079901836
Cytoplasm_Intensity_StdIntensity_CY5	0.054176145075213844	-0.009278530128362206	-0.07007540045179149
Cytoplasm_Intensity_StdIntensity_DAPI	0.0008524872662148963	-0.0011737001962238759	0.04329907486733239
Cytoplasm_Intensity_StdIntensity_GFP	0.0004215446677486856	-0.0006786375678405625	0.3869734561658523
Cytoplasm_Intensity_StdIntensity_RFP	0.0010519924209259068	-0.0005646089302703132	0.8476648681376965
Cytoplasm_Intensity_UpperQuartileIntensity_CY5	0.036242463563243676	-0.007596294195886687	-0.02573050683167491
Cytoplasm_Intensity_UpperQuartileIntensity_DAPI	0.001228877047671273	-0.0007147408277337134	0.8895910780953877
Cytoplasm_Intensity_UpperQuartileIntensity_GFP	0.00276365847240434	-0.0018581024863423435	-0.5001364679404978
Cytoplasm_Intensity_UpperQuartileIntensity_RFP	0.0030993580319061964	-0.0018569850942811298	1.0346962740896481
Cytoplasm_Location_CenterMassIntensity_X_CY5	0.000580279169213771	0.0008009806063781398	0.28881247176176816
Cytoplasm_Location_CenterMassIntensity_X_DAPI	0.0005729570911874315	0.0008002555561341584	0.2822919416118438
Cytoplasm_Location_CenterMassIntensity_X_GFP	0.000559439929786687	0.0007844990335635745	0.28568045480555376
Cytoplasm_Location_CenterMassIntensity_X_RFP	0.0005755347608953354	0.0008049160307435103	0.2797941979401247
Cytoplasm_Location_CenterMassIntensity_Y_CY5	2.5337435927585972e-05	6.478964941072858e-05	0.12241767679243029
Cytoplasm_Location_CenterMassIntensity_Y_DAPI	2.4625834031954952e-05	6.371114597330938e-05	0.12073915502141423
Cytoplasm_Location_CenterMassIntensity_Y_GFP	2.481674649690291e-05	6.605568769359431e-05	0.12051578540891437
Cytoplasm_Location_CenterMassIntensity_Y_RFP	2.663447672535124e-05	4.798385816866864e-05	0.13089433907572565
Cytoplasm_Location_CenterMassIntensity_Z_CY5	1.0	0.0	0.0
Cytoplasm_Location_CenterMassIntensity_Z_DAPI	1.0	0.0	0.0
Cytoplasm_Location_CenterMassIntensity_Z_GFP	1.0	0.0	0.0
Cytoplasm_Location_CenterMassIntensity_Z_RFP	1.0	0.0	0.0
Cytoplasm_Location_Center_X	0.0006056186411269593	0.000816851153925875	0.29658107419439916
Cytoplasm_Location_Center_Y	2.520317961829388e-05	5.28703090273711e-05	0.1256558783286131
Cytoplasm_Location_MaxIntensity_X_CY5	0.0004947576252020136	0.0007087825721536347	0.29793199760685346
Cytoplasm_Location_MaxIntensity_X_DAPI	0.0005764573463572509	0.0007958055622221948	0.29056263847415703
Cytoplasm_Location_MaxIntensity_X_GFP	0.0004957835091972118	0.0007558257540580535	0.2498847595502
Cytoplasm_Location_MaxIntensity_X_RFP	0.0005428440007029245	0.0008754482576228846	0.1425644182215941
Cytoplasm_Location_MaxIntensity_Y_CY5	7.43175713566746e-05	0.00010308149053249601	0.2121528622627636
Cytoplasm_Location_MaxIntensity_Y_DAPI	1.742493122025568e-05	6.2116614418276e-05	0.09862092250254319
Cytoplasm_Location_MaxIntensity_Y_GFP	3.792808078995069e-05	2.4600062887989702e-05	0.16313950726924345
Cytoplasm_Location_MaxIntensity_Y_RFP	5.7644503153597704e-05	-0.00019063134279789814	0.17986334199243004
Cytoplasm_Location_MaxIntensity_Z_CY5	1.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_DAPI	1.0	0.0	0.0
