feature	r2_score	cell_count_coef	HET_coef	WT_coef
Cytoplasm_AreaShape_MinFeretDiameter	0.007970578466587774	-0.0007661756118931605	0.08526279172462227	-0.08526279172462228
Cytoplasm_AreaShape_MinorAxisLength	0.0053642566797238445	-0.0011372759927078967	0.06309720694869934	-0.06309720694869934
Cytoplasm_AreaShape_Orientation	0.0002182788769047317	0.0002467177538640791	0.01664053508143262	-0.01664053508143262
Cytoplasm_AreaShape_Perimeter	0.005626188231746987	-0.00017517675937254293	0.07730679035594915	-0.07730679035594915
Cytoplasm_AreaShape_Solidity	0.007592256688829346	-0.003495622230789733	-0.1052870680007342	0.10528706800073422
Cytoplasm_AreaShape_Zernike_0_0	0.001185217111788761	-0.0008648512084940152	-0.04001734922569804	0.04001734922569804
Cytoplasm_AreaShape_Zernike_1_1	0.0013572883537720237	-0.0010335830021583252	0.02222569277183562	-0.02222569277183562
Cytoplasm_AreaShape_Zernike_2_0	0.006498428183008831	-0.0006011442107318233	-0.08742707647959916	0.08742707647959916
Cytoplasm_AreaShape_Zernike_2_2	0.001044955107396106	-0.0016115552899532623	0.0037928456243583536	-0.003792845624358353
Cytoplasm_AreaShape_Zernike_3_1	9.426279158275541e-05	3.567708057402673e-05	0.009926834297347201	-0.009926834297347201
Cytoplasm_AreaShape_Zernike_3_3	0.0020755582249358806	-0.0009232280907941065	0.03424320205106236	-0.03424320205106236
Cytoplasm_AreaShape_Zernike_4_0	0.005352954949938593	-0.0009756474605563226	-0.08008073172824545	0.08008073172824545
Cytoplasm_AreaShape_Zernike_4_2	0.0008383120539546818	-0.0016336811581174318	-0.027364813461536103	0.027364813461536103
Cytoplasm_AreaShape_Zernike_4_4	0.0013620881728245715	-0.001136946509991674	0.021151472272424015	-0.02115147227242402
Cytoplasm_AreaShape_Zernike_5_1	0.008778192266850615	0.0012062234724034488	-0.07833347510085881	0.07833347510085881
Cytoplasm_AreaShape_Zernike_5_3	0.0003485630845652121	0.0011120250035582457	0.015296242661083977	-0.015296242661083977
Cytoplasm_AreaShape_Zernike_5_5	0.0018173449873633007	-0.0011933134723586074	0.02611156038292735	-0.026111560382927352
Cytoplasm_AreaShape_Zernike_6_0	0.003432353967618873	0.00028759354110108847	-0.055514816467596054	0.05551481646759606
Cytoplasm_AreaShape_Zernike_6_2	0.0017442738522094325	-8.644080190120877e-05	-0.04197770051806824	0.04197770051806824
Cytoplasm_AreaShape_Zernike_6_4	4.548670258597287e-05	-0.00035616478057363336	0.0001136738876989892	-0.00011367388769898921
Cytoplasm_AreaShape_Zernike_6_6	0.001828993223192965	-0.0019386187914415315	0.010002184101441746	-0.010002184101441746
Cytoplasm_AreaShape_Zernike_7_1	0.004842927545808395	0.001456036098504326	-0.050895830883159646	0.05089583088315965
Cytoplasm_AreaShape_Zernike_7_3	0.003824687328690901	0.0023562710097123026	-0.027074302978713924	0.027074302978713924
Cytoplasm_AreaShape_Zernike_7_5	0.00027360734690551336	-0.00010004858077915639	0.015566304030012967	-0.015566304030012969
Cytoplasm_AreaShape_Zernike_7_7	0.0005258822571828636	0.0004818588327962724	0.02574786127273236	-0.02574786127273236
Cytoplasm_AreaShape_Zernike_8_0	0.001232182561792139	-0.0008601211203372557	-0.040083154753648875	0.040083154753648875
Cytoplasm_AreaShape_Zernike_8_2	0.0023795006018878517	0.0003295715421851729	-0.04551977463448319	0.04551977463448319
Cytoplasm_AreaShape_Zernike_8_4	0.0004725718169145132	0.0002068540986009729	-0.01931793522398208	0.01931793522398208
Cytoplasm_AreaShape_Zernike_8_6	0.00033746973844972494	-0.0006088752286288005	-0.021068652553374305	0.021068652553374305
Cytoplasm_AreaShape_Zernike_8_8	0.00023376156472332266	-0.0002418947307124674	0.012310398097514233	-0.012310398097514233
Cytoplasm_AreaShape_Zernike_9_1	0.0007889883104751361	0.0011285105180273566	-0.010502020620284797	0.010502020620284797
Cytoplasm_AreaShape_Zernike_9_3	0.0019007848549695838	0.0014327094810867738	-0.023873603214056342	0.023873603214056342
Cytoplasm_AreaShape_Zernike_9_5	0.000750095329066891	0.0011824884061297446	-0.008057196928263038	0.008057196928263038
Cytoplasm_AreaShape_Zernike_9_7	6.499454788200243e-05	-0.00041826576104632944	-0.008332586202413395	0.008332586202413396
Cytoplasm_AreaShape_Zernike_9_9	8.524418832500658e-05	0.00043251622330984656	0.009842792147542941	-0.009842792147542941
Cytoplasm_Correlation_Correlation_CY5_DAPI	0.013726040360857783	-0.0009411199105799387	0.10121252212337054	-0.10121252212337054
Cytoplasm_Correlation_Correlation_CY5_GFP	0.05150521765482474	-0.0027430430125733045	0.20087764714611772	-0.20087764714611772
Cytoplasm_Correlation_Correlation_CY5_RFP	0.0005240563391789577	-0.0007732045460824968	0.011799986100913085	-0.011799986100913085
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.04986827377809755	0.00031976513064715494	0.21943549182005317	-0.2194354918200532
Cytoplasm_Correlation_Correlation_DAPI_RFP	0.005709324909587088	-0.00036412463204484594	0.06925710254777412	-0.06925710254777412
Cytoplasm_Correlation_Correlation_GFP_RFP	0.0014932214298675195	-0.0017812957856151825	0.008584225378282184	-0.008584225378282184
Cytoplasm_Correlation_Costes_CY5_DAPI	0.003349411516829326	4.8403704548591435e-05	-0.07277123709240005	0.07277123709240005
Cytoplasm_Correlation_Costes_CY5_GFP	0.0017940622924721428	0.0004302738768094017	-0.05129156219932782	0.05129156219932782
Cytoplasm_Correlation_Costes_CY5_RFP	0.0006192595908807164	0.0017176056436647475	0.031405032573212845	-0.031405032573212845
Cytoplasm_Correlation_Costes_DAPI_CY5	0.00219728353788029	0.0016071577559487885	-0.0321620557095272	0.0321620557095272
Cytoplasm_Correlation_Costes_DAPI_GFP	0.011962027290932209	-0.006680522917010682	-0.13575902934734582	0.13575902934734582
Cytoplasm_Correlation_Costes_GFP_CY5	0.002203668854928398	0.0020272132361340758	-0.023686944909866156	0.02368694490986616
Cytoplasm_Correlation_Costes_GFP_DAPI	0.0028378029823933337	0.0014210570396512507	0.08041983117762817	-0.08041983117762817
Cytoplasm_Correlation_Costes_RFP_GFP	0.003960084724774826	0.004423592245396541	0.08582730484069748	-0.08582730484069748
Cytoplasm_Correlation_K_CY5_DAPI	0.004957843639358139	0.001070154524594703	-0.0657757022621492	0.0657757022621492
Cytoplasm_Correlation_K_CY5_GFP	0.1009083301766126	-0.006110465282584992	-0.3386760474011902	0.3386760474011902
Cytoplasm_Correlation_K_CY5_RFP	0.05250447777422429	-5.957911033898847e-05	-0.22564430249055772	0.22564430249055772
Cytoplasm_Correlation_K_DAPI_CY5	0.010682642609808002	-0.0025792873824772833	0.04094873391305801	-0.04094873391305801
Cytoplasm_Correlation_K_DAPI_GFP	0.00711322148635396	-0.003472092190053449	-0.026853505793684306	0.026853505793684302
Cytoplasm_Correlation_K_DAPI_RFP	0.002757021591376585	-0.0017179316414838379	-0.045254501279359316	0.045254501279359316
Cytoplasm_Correlation_K_GFP_CY5	0.09510576297552886	0.0037053977594195065	0.3415119659894254	-0.3415119659894254
Cytoplasm_Correlation_K_GFP_DAPI	0.0036372795008319248	0.0035047475022677126	0.07203860855495221	-0.07203860855495221
Cytoplasm_Correlation_K_GFP_RFP	0.004792269799191118	0.004549190910985019	0.038884270827346676	-0.038884270827346676
Cytoplasm_Correlation_K_RFP_CY5	0.007559144493014758	-0.002985848954064645	0.06843058750811523	-0.06843058750811523
Cytoplasm_Correlation_K_RFP_DAPI	0.000865901348518161	-0.0023459620107034113	-0.02545730393830791	0.025457303938307915
Cytoplasm_Correlation_K_RFP_GFP	0.004200991731722614	-0.0048215758231656405	-0.06943205803274605	0.06943205803274605
Cytoplasm_Correlation_Manders_CY5_DAPI	0.0016284712988658967	7.317405996206289e-05	0.03374969806756786	-0.03374969806756786
Cytoplasm_Correlation_Manders_CY5_GFP	0.003721730662103684	-3.2901487536544544e-05	-0.06272780228723436	0.06272780228723436
Cytoplasm_Correlation_Manders_CY5_RFP	0.01077558741575968	-0.0004368840963438441	-0.11923074982190435	0.11923074982190433
Cytoplasm_Correlation_Manders_DAPI_CY5	0.002121008658697132	-0.001542743060381746	0.025232455040341426	-0.025232455040341426
Cytoplasm_Correlation_Manders_DAPI_GFP	0.0003353708567919167	-0.00015773837393567787	0.01703211180153676	-0.01703211180153676
Cytoplasm_Correlation_Manders_DAPI_RFP	0.0025913896584927043	-0.0013248652091042083	-0.06412235968694413	0.06412235968694413
Cytoplasm_Correlation_Manders_GFP_CY5	0.017180427701747547	-0.0014641182518003028	0.11626865926573665	-0.11626865926573665
Cytoplasm_Correlation_Manders_GFP_DAPI	0.013232699600387532	-3.099167955531259e-05	0.09698261952513712	-0.09698261952513712
Cytoplasm_Correlation_Manders_GFP_RFP	0.005564557890414323	-0.0014464950994046387	-0.09517588607702832	0.09517588607702832
Cytoplasm_Correlation_Manders_RFP_CY5	0.0035451196677824814	0.0012037415225399938	-0.04705278290839991	0.04705278290839991
Cytoplasm_Correlation_Manders_RFP_DAPI	6.816819030286414e-05	0.00026546821974134517	-0.003302488391415813	0.0033024883914158135
Cytoplasm_Correlation_Manders_RFP_GFP	0.013744667091188933	0.0007612720071661944	-0.11150492072725632	0.11150492072725633
Cytoplasm_Correlation_Overlap_CY5_DAPI	0.0005089019337856104	-0.00044269967442734113	-0.023816738072615196	0.023816738072615196
Cytoplasm_Correlation_Overlap_CY5_GFP	0.024597563048597615	-0.002460599168304409	0.12404209832968471	-0.12404209832968473
Cytoplasm_Correlation_Overlap_CY5_RFP	0.00989683259585461	-0.0033115079705488375	-0.12267564719705942	0.12267564719705942
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.008168884634659368	0.000396764501706047	0.08798503840361675	-0.08798503840361675
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.001539795561150803	-0.0020427014539576753	-0.039424714897697506	0.039424714897697506
Cytoplasm_Correlation_Overlap_GFP_RFP	0.0015837793691643176	-0.0026235559545342247	-0.018952324919371454	0.018952324919371454
Cytoplasm_Correlation_RWC_CY5_DAPI	0.002592436983702373	0.0021223436475318897	-0.01685935855117565	0.01685935855117565
Cytoplasm_Correlation_RWC_CY5_GFP	0.022250407958611218	0.000298843834716484	-0.14993883455636808	0.1499388345563681
Cytoplasm_Correlation_RWC_CY5_RFP	0.030649728568049817	-0.001543895714218171	-0.1949189587301739	0.1949189587301739
Cytoplasm_Correlation_RWC_DAPI_CY5	0.02772218669092974	0.004865884235054069	-0.09963883176109062	0.09963883176109062
Cytoplasm_Correlation_RWC_DAPI_GFP	0.013159483610371003	0.0048365660041559165	-0.036832807596735476	0.03683280759673548
Cytoplasm_Correlation_RWC_DAPI_RFP	0.007212767592410185	0.0024791536333935893	-0.05431641647728806	0.05431641647728807
Cytoplasm_Correlation_RWC_GFP_CY5	0.0007348774263342683	0.001562250711309104	0.00516028243472211	-0.005160282434722111
Cytoplasm_Correlation_RWC_GFP_DAPI	0.009702569358839175	0.002169291724363732	0.11269488726864885	-0.11269488726864886
Cytoplasm_Correlation_RWC_GFP_RFP	0.0038247881820352436	-0.0029322993466279826	0.017928213752187266	-0.017928213752187266
Cytoplasm_Correlation_RWC_RFP_CY5	0.007855423359940605	0.0011334940316229762	-0.0795426797082091	0.0795426797082091
Cytoplasm_Correlation_RWC_RFP_DAPI	0.0011258385871452115	0.0013366149244268715	-0.013725704315791894	0.013725704315791896
Cytoplasm_Correlation_RWC_RFP_GFP	0.00877117796284932	0.0003985896082441135	-0.09021549491457259	0.09021549491457259
Cytoplasm_Granularity_10_CY5	0.0004334802715464381	0.0008523326712994312	0.023167580275825772	-0.023167580275825772
Cytoplasm_Granularity_10_DAPI	0.000861916958775244	-0.001297895118290993	-0.03111972755037023	0.031119727550370225
Cytoplasm_Granularity_10_GFP	0.003032097377593579	0.0006367837457903958	0.060256857147689025	-0.060256857147689025
Cytoplasm_Granularity_10_RFP	0.0012443756058629907	-0.0006739892759261869	0.02663766318984883	-0.02663766318984883
Cytoplasm_Granularity_11_CY5	0.0012488099359682092	-0.0017236049073914954	-0.03916477139536679	0.03916477139536679
Cytoplasm_Granularity_11_DAPI	1.501302359696588e-05	-0.00022480710746062877	-0.0014685074958839237	0.0014685074958839237
Cytoplasm_Granularity_11_GFP	0.0016221082807710285	-0.0007228774612029338	0.03315391158915496	-0.03315391158915496
Cytoplasm_Granularity_11_RFP	0.0003423237528817902	0.00032233850064858946	0.020953398395578894	-0.020953398395578898
Cytoplasm_Granularity_12_CY5	0.00022505664019423222	-0.0008845002139338901	-0.012370205464845588	0.012370205464845588
Cytoplasm_Granularity_12_DAPI	0.0006583407588458545	0.00010982926525123845	0.025439342842662117	-0.025439342842662117
Cytoplasm_Granularity_12_GFP	0.0052381077049939995	0.0018165869179247612	0.08576186604461147	-0.08576186604461147
Cytoplasm_Granularity_12_RFP	0.0013174870956836893	-0.0021818230858507465	-0.02315378388452597	0.02315378388452597
Cytoplasm_Granularity_13_CY5	0.00024238503924733923	-0.0008456013574945217	-0.015789372032158872	0.015789372032158872
Cytoplasm_Granularity_13_DAPI	0.0015161243755313913	-0.0015741781063529792	0.011869133178579561	-0.011869133178579561
Cytoplasm_Granularity_13_GFP	0.001999003177615699	-0.0004053187139642907	0.041638902199991674	-0.041638902199991674
Cytoplasm_Granularity_13_RFP	0.0002892424407050509	-0.0006953775151428832	-0.019953288733113403	0.019953288733113403
Cytoplasm_Granularity_14_CY5	0.0005203996667150212	0.0008785170048518276	-0.009738639507952583	0.009738639507952583
Cytoplasm_Granularity_14_DAPI	0.004318528747071393	-0.001154489629209223	0.05000007229662015	-0.05000007229662016
Cytoplasm_Granularity_14_GFP	0.0018576556869065453	-0.0011545581943730636	0.02874055575694541	-0.028740555756945414
Cytoplasm_Granularity_14_RFP	0.00206374124817732	-0.002319425765448927	0.0021558089334047254	-0.0021558089334047254
Cytoplasm_Granularity_15_CY5	0.0029300626871406887	-0.0031168615477608318	-0.05077316439451289	0.05077316439451289
Cytoplasm_Granularity_15_DAPI	0.0029599940842003347	-2.5179491055556946e-05	0.0531499778709492	-0.05314997787094921
Cytoplasm_Granularity_15_GFP	0.001322667055823512	-0.0010634160386104273	0.023299905682964216	-0.023299905682964216
Cytoplasm_Granularity_15_RFP	0.0036377939033194195	-0.0036803116183250916	-0.03500439236462485	0.03500439236462485
Cytoplasm_Granularity_16_CY5	0.0021739839815109185	-0.0023421179771856123	-0.0512228508347342	0.0512228508347342
Cytoplasm_Granularity_16_DAPI	0.0003044214266645362	-0.0010223631773854513	-0.010172990436970715	0.010172990436970715
Cytoplasm_Granularity_16_GFP	0.002792363768228223	-0.003445572537137214	-0.03113487978942766	0.031134879789427663
Cytoplasm_Granularity_16_RFP	0.00019589466779657005	0.00015310577734787352	0.014918328471454058	-0.014918328471454056
Cytoplasm_Granularity_1_CY5	0.0109411645118066	0.004844179435729172	-0.023644964843459897	0.0236449648434599
Cytoplasm_Granularity_1_DAPI	0.003505344877918648	-0.002530237547161948	-0.0721019585715987	0.0721019585715987
Cytoplasm_Granularity_1_GFP	0.0019808138606881576	0.0027931559230320036	0.037683530945192056	-0.037683530945192056
Cytoplasm_Granularity_1_RFP	0.000695934158469802	0.0002743777939891892	0.032023936592272165	-0.032023936592272165
Cytoplasm_Granularity_2_CY5	0.00612445342337764	0.004707602139723978	0.06054572837648524	-0.06054572837648524
Cytoplasm_Granularity_2_DAPI	0.0014533896020959558	-0.00148301002892542	0.017432105342382563	-0.017432105342382563
Cytoplasm_Granularity_2_GFP	0.006745080359238043	0.00371373582068334	0.0918013466495847	-0.0918013466495847
Cytoplasm_Granularity_2_RFP	0.0034587332336980525	0.0018146679773304451	0.07532758222433421	-0.07532758222433422
Cytoplasm_Granularity_3_CY5	0.0061741557532879465	0.0018298104255816783	0.09070482542708541	-0.09070482542708541
Cytoplasm_Granularity_3_DAPI	2.9974606874372256e-05	0.000309432230515717	0.005351775670144846	-0.005351775670144846
Cytoplasm_Granularity_3_GFP	0.006727095323698973	0.0016876574255110185	0.09011368104466225	-0.09011368104466225
Cytoplasm_Granularity_3_RFP	0.004601210148641122	0.0023989077907465893	0.08431828508185545	-0.08431828508185545
Cytoplasm_Granularity_4_CY5	0.009092361992259046	0.004169906115972283	0.10600827287158951	-0.10600827287158952
Cytoplasm_Granularity_4_DAPI	0.0007107729382204164	0.0005086011307795375	0.031142119299427576	-0.03114211929942758
Cytoplasm_Granularity_4_GFP	0.0020278043114632105	0.002247086159554585	0.04481233378224567	-0.04481233378224567
Cytoplasm_Granularity_4_RFP	0.004996407604845987	0.0034000698697634977	0.08444366274995842	-0.08444366274995842
Cytoplasm_Granularity_5_CY5	0.0014532772987604359	0.0017825114092918997	0.04101642414794175	-0.04101642414794175
Cytoplasm_Granularity_5_DAPI	0.0005425134671234177	0.001231905256122895	0.02531262721714729	-0.02531262721714729
Cytoplasm_Granularity_5_GFP	0.00295462096027288	0.0006209313812848004	-0.04631688452760281	0.04631688452760281
Cytoplasm_Granularity_5_RFP	0.0005177084230576501	0.0012522052247757357	0.02284096552943278	-0.02284096552943278
Cytoplasm_Granularity_6_CY5	0.0004486148755998842	0.0011361887969705026	0.003993999392951205	-0.003993999392951205
Cytoplasm_Granularity_6_DAPI	0.0023130172485053	0.0014493197199678429	0.05827881346931471	-0.05827881346931471
Cytoplasm_Granularity_6_GFP	0.008602714949562329	0.00026059679002257073	-0.08845274004281733	0.08845274004281733
Cytoplasm_Granularity_6_RFP	0.002045180095704424	0.0019983746897571774	-0.009717993742841706	0.009717993742841706
Cytoplasm_Granularity_7_CY5	0.0004970762067570966	-0.0009203193138664267	-0.02512197199488097	0.02512197199488097
Cytoplasm_Granularity_7_DAPI	0.00020471835315283293	0.0005292157440802516	0.017370258145990098	-0.017370258145990098
Cytoplasm_Granularity_7_GFP	0.0060477486490218	-0.000707539119985465	-0.08327941030651476	0.08327941030651477
Cytoplasm_Granularity_7_RFP	0.0010881721025478575	0.0011659988369035956	-0.014385097354654097	0.014385097354654097
Cytoplasm_Granularity_8_CY5	0.0011876869139119117	-0.0012132459576092343	0.015848549558730798	-0.015848549558730798
Cytoplasm_Granularity_8_DAPI	0.0006661237018074084	-0.0011956271831468643	-0.029447820404834076	0.02944782040483408
Cytoplasm_Granularity_8_GFP	0.00014504049507169103	-0.00042147809685727327	0.006030755394942014	-0.006030755394942014
Cytoplasm_Granularity_8_RFP	0.00020665308439637986	-0.0008886307089018597	-0.009101028244571745	0.009101028244571747
Cytoplasm_Granularity_9_CY5	0.0015609814406001288	-0.0018599263736562047	0.005444873127636651	-0.005444873127636651
Cytoplasm_Granularity_9_DAPI	0.0006236936326760034	-0.0006590452400288708	-0.029288945009479095	0.02928894500947909
Cytoplasm_Granularity_9_GFP	0.005327226461527057	-0.000674355236853489	0.06680407925043091	-0.06680407925043091
Cytoplasm_Granularity_9_RFP	0.004645877634017248	0.000585268861004806	0.07080313244221424	-0.07080313244221424
Cytoplasm_Intensity_IntegratedIntensityEdge_CY5	0.04267869463848972	0.0016593533093055568	0.22513230121752598	-0.225132301217526
Cytoplasm_Intensity_IntegratedIntensityEdge_DAPI	0.04258942301456947	0.00451744942300471	0.22598567503313316	-0.22598567503313316
Cytoplasm_Intensity_IntegratedIntensityEdge_GFP	0.004607518854218728	-0.003264061383975892	0.012910124307258887	-0.012910124307258887
Cytoplasm_Intensity_IntegratedIntensityEdge_RFP	0.0011278941044420288	0.001885763509606641	0.0026061270108684287	-0.0026061270108684287
Cytoplasm_Intensity_IntegratedIntensity_CY5	0.027489887029032323	-0.003345195493248545	0.12772570147485188	-0.12772570147485188
Cytoplasm_Intensity_IntegratedIntensity_DAPI	0.013803091317204919	0.0001056853952378005	0.10054932525446622	-0.10054932525446623
Cytoplasm_Intensity_IntegratedIntensity_GFP	0.016828997337781537	-0.007375787236940726	-0.12600006934455502	0.12600006934455502
Cytoplasm_Intensity_IntegratedIntensity_RFP	0.00442475273018228	-0.0038131438805970768	-0.007995309198127451	0.007995309198127451
Cytoplasm_Intensity_LowerQuartileIntensity_CY5	0.0020223874192542013	-0.001682722364935784	0.020990065573818727	-0.020990065573818727
Cytoplasm_Intensity_LowerQuartileIntensity_DAPI	0.0013129584997210175	-0.0017865346423973708	-0.04879334059465899	0.04879334059465899
Cytoplasm_Intensity_LowerQuartileIntensity_GFP	0.022631400005947544	-0.005658753980293505	-0.18315290781371862	0.18315290781371862
Cytoplasm_Intensity_LowerQuartileIntensity_RFP	0.01195600452928891	0.0005132580303373064	-0.09914762481100778	0.09914762481100778
Cytoplasm_Intensity_MADIntensity_CY5	0.006053370484772613	0.0028389056325320897	-0.028320956247828787	0.02832095624782879
Cytoplasm_Intensity_MADIntensity_DAPI	0.006489094418976715	0.0038651118380017154	-0.001660190562025279	0.0016601905620252792
Cytoplasm_Intensity_MADIntensity_GFP	0.011646690862404885	0.00047481028049983716	-0.09205579848969012	0.09205579848969012
Cytoplasm_Intensity_MADIntensity_RFP	0.006926618079380997	0.0009901829274703477	-0.0679391949826717	0.0679391949826717
Cytoplasm_Intensity_MassDisplacement_CY5	0.017822505086734552	0.001929603884589922	0.1480372324553332	-0.1480372324553332
Cytoplasm_Intensity_MassDisplacement_DAPI	0.013841514026010748	0.00012282425858111632	0.12418354617077856	-0.12418354617077858
Cytoplasm_Intensity_MassDisplacement_GFP	0.017738571956177895	0.0011375693514519439	0.14350954274519692	-0.14350954274519692
Cytoplasm_Intensity_MassDisplacement_RFP	0.009858035765018314	3.7913794987708585e-05	0.10671770570855965	-0.10671770570855967
Cytoplasm_Intensity_MaxIntensityEdge_CY5	0.03490186675645901	0.0010973679213094824	0.1951218947015682	-0.1951218947015682
Cytoplasm_Intensity_MaxIntensityEdge_DAPI	0.03796960580017916	0.004746560390379931	0.2056660550708308	-0.2056660550708308
Cytoplasm_Intensity_MaxIntensityEdge_GFP	0.006871396913433858	-0.0027152827798022578	0.043493567909917596	-0.043493567909917596
Cytoplasm_Intensity_MaxIntensityEdge_RFP	0.0019462749007991276	0.0021124741587170036	-0.008093875083515336	0.008093875083515336
Cytoplasm_Intensity_MaxIntensity_CY5	0.022359022903652992	0.0008847414890460891	0.15472258723865984	-0.15472258723865984
Cytoplasm_Intensity_MaxIntensity_DAPI	0.03538667543830887	0.0042921528408490965	0.19631987482983027	-0.1963198748298303
Cytoplasm_Intensity_MaxIntensity_GFP	0.00719540043419109	-0.004362552867043262	0.011037988160543551	-0.011037988160543551
Cytoplasm_Intensity_MaxIntensity_RFP	0.00294233203662686	0.00027216969418392004	0.05748724446639435	-0.057487244466394354
Cytoplasm_Intensity_MeanIntensityEdge_CY5	0.008565036274075455	0.0010109296960714895	0.09968748963955451	-0.09968748963955451
Cytoplasm_Intensity_MeanIntensityEdge_DAPI	0.005933051554844471	0.003127734427492036	0.09262623304970977	-0.09262623304970977
Cytoplasm_Intensity_MeanIntensityEdge_GFP	0.001736129288490873	-0.001979907967580763	-0.04325243896062684	0.04325243896062684
Cytoplasm_Intensity_MeanIntensityEdge_RFP	0.009259210433588905	0.0020000319606494556	-0.06817254436745823	0.06817254436745823
Cytoplasm_Intensity_MeanIntensity_CY5	0.0028811175140032175	0.0010322040850838281	0.059000993167290405	-0.059000993167290405
Cytoplasm_Intensity_MeanIntensity_DAPI	0.000771070846748878	0.0016807272793953343	0.0024087551505751438	-0.0024087551505751438
Cytoplasm_Intensity_MeanIntensity_GFP	0.022765720933080824	-0.002286881427142154	-0.1603217481282907	0.16032174812829073
Cytoplasm_Intensity_MeanIntensity_RFP	0.006935901775548925	0.0009434826641006196	-0.06916053934960739	0.06916053934960739
Cytoplasm_Intensity_MedianIntensity_CY5	0.0009849448885347334	0.0009700753481016074	-0.016529001252133635	0.01652900125213364
Cytoplasm_Intensity_MedianIntensity_DAPI	0.001464311550829378	3.208240732987669e-05	-0.04343400764442676	0.043434007644426766
Cytoplasm_Intensity_MedianIntensity_GFP	0.014204285563021446	-0.0018267530919308479	-0.12739417135156098	0.12739417135156098
Cytoplasm_Intensity_MedianIntensity_RFP	0.01190426660762156	0.0006634157433735261	-0.09510381170294718	0.09510381170294718
Cytoplasm_Intensity_MinIntensityEdge_CY5	0.001995155810560756	-0.0032699359623943893	-0.03003972679268284	0.030039726792682842
Cytoplasm_Intensity_MinIntensityEdge_DAPI	0.0027694136248682666	-0.0037623666603506458	-0.06692498940272076	0.06692498940272076
Cytoplasm_Intensity_MinIntensityEdge_GFP	0.0068756981590176736	-0.004567922597269812	-0.09454878453939189	0.09454878453939189
Cytoplasm_Intensity_MinIntensityEdge_RFP	0.0012865734263787232	-0.0003327239543756629	-0.0385311681163645	0.038531168116364506
Cytoplasm_Intensity_MinIntensity_CY5	0.0019115341340466552	-0.0031718380946200264	-0.03707056400053168	0.03707056400053168
Cytoplasm_Intensity_MinIntensity_DAPI	0.0025658356040013652	-0.003565337725716305	-0.0656527046513067	0.0656527046513067
Cytoplasm_Intensity_MinIntensity_GFP	0.006617797649661306	-0.004518250470393323	-0.09207891597829021	0.09207891597829021
Cytoplasm_Intensity_MinIntensity_RFP	0.0007958588427612323	-0.0006411869123303862	0.019734588233825782	-0.019734588233825782
Cytoplasm_Intensity_StdIntensityEdge_CY5	0.02054212990966131	0.0007113236517074074	0.14480331622125242	-0.14480331622125242
