feature	r2_score	cell_count_coef	Null_coef	WT_coef	Plate_3_coef	Plate_3_prime_coef	Plate_5_coef
Cytoplasm_Correlation_K_DAPI_RFP	0.06883123568808791	-0.0014072422671233746	0.08903569701038314	-0.08903569701038329	0.15668020529400986	-0.12076572436151475	-0.03591448093249437
Cytoplasm_Correlation_K_GFP_CY5	0.08822434335704088	-0.001296433308550993	-0.20545326828452223	0.20545326828452257	0.22617421516055547	0.039097766759063894	-0.265271981919619
Cytoplasm_Correlation_K_GFP_DAPI	0.13074770702012395	0.0019116056978755109	-0.1593392525806811	0.15933925258068143	-0.2721319913055563	0.15885957732725553	0.11327241397829957
Cytoplasm_Correlation_K_GFP_RFP	0.0323781135235518	-0.0005299188461882349	-0.15276815074265226	0.15276815074265257	0.07396165995169829	-0.029548054290494657	-0.04441360566120358
Cytoplasm_Correlation_K_RFP_CY5	0.008232986611036885	-0.00039739153201665467	-0.04201818365580419	0.042018183655804245	0.06109352786992467	0.050875195935984774	-0.11196872380590939
Cytoplasm_Correlation_K_RFP_DAPI	0.06331313619862966	0.0015402668142679484	-0.0650251902359435	0.06502519023594372	-0.20728056513941792	0.12222601083198892	0.08505455430742813
Cytoplasm_Correlation_K_RFP_GFP	0.014778535131659387	0.00040261467152805227	0.1041093767245675	-0.10410937672456769	-0.04788090393029676	0.016501853286810322	0.0313790506434864
Cytoplasm_Correlation_Manders_CY5_DAPI	0.060645203301117334	0.0006541823756663177	0.09133042057488072	-0.09133042057488082	-0.23582197372341387	-0.05405760199748156	0.2898795757208949
Cytoplasm_Correlation_Manders_CY5_GFP	0.12338925249544097	0.001610561923571294	0.24786824105324523	-0.24786824105324565	-0.3073461764879899	0.15933132941694522	0.14801484707104381
Cytoplasm_Correlation_Manders_CY5_RFP	0.05044404578551176	-0.0014153696342634767	0.052990212321785635	-0.05299021232178576	0.1804935485118675	-0.10916697863299715	-0.07132656987886958
Cytoplasm_Correlation_Manders_DAPI_CY5	0.002775069896896798	-2.3363082933509733e-05	-0.050232917124450605	0.05023291712445071	-0.020908293220985412	0.019337463806763256	0.0015708294142220067
Cytoplasm_Correlation_Manders_DAPI_GFP	0.04729112061353036	0.0004904156488093529	0.20124711554576122	-0.20124711554576163	-0.06830105001645544	0.10500955371578546	-0.036708503699330125
Cytoplasm_Correlation_Manders_DAPI_RFP	0.07986236382183654	-0.001843208571093844	0.05746895107690192	-0.05746895107690215	0.25203605689427944	-0.1159124758697724	-0.1361235810245061
Cytoplasm_Correlation_Manders_GFP_CY5	0.04053267248845194	-0.001053890610561911	-0.1328689893087416	0.1328689893087418	0.11844737094567943	-0.0551770353805615	-0.0632703355651177
Cytoplasm_Correlation_Manders_GFP_DAPI	0.03419167374049226	0.00015440032972772208	0.06895841235377542	-0.06895841235377548	-0.13763394577851634	-0.07183208527543447	0.20946603105395056
Cytoplasm_Correlation_Manders_GFP_RFP	0.05285802935963091	-0.0014538238656321147	0.048139033675074744	-0.04813903367507491	0.1922177215595627	-0.11459246994504588	-0.07762525161451607
Cytoplasm_Correlation_Manders_RFP_CY5	0.004357272418973435	8.232793907861102e-05	-0.026124604480223176	0.026124604480223274	-0.07711401356232153	-0.011208285279321197	0.08832229884164249
Cytoplasm_Correlation_Manders_RFP_DAPI	0.03503702721899926	0.0004233137820980781	0.06290951853154658	-0.06290951853154664	-0.1894616990877545	-0.03652448430280607	0.2259861833905601
Cytoplasm_Correlation_Manders_RFP_GFP	0.06304371423386657	0.0012153661164054136	0.1546535561564921	-0.15465355615649232	-0.2605547923355389	0.09642145965667234	0.16413333267886587
Cytoplasm_Correlation_Overlap_CY5_GFP	0.017628187238502013	-0.000774029378885019	0.0645869432667904	-0.06458694326679051	0.09140123357607176	-0.04783130584298256	-0.04356992773308877
Cytoplasm_Correlation_Overlap_CY5_RFP	0.021288547649287892	-0.0004092380025289916	0.11880658941355088	-0.11880658941355114	0.042922426935151956	-0.07195829784145644	0.02903587090630487
Cytoplasm_Correlation_Overlap_DAPI_GFP	0.011412065674100247	-2.206598647180213e-06	-0.06336874583843138	0.06336874583843147	0.07449668026091405	0.034399695425766194	-0.10889637568668015
Cytoplasm_Correlation_Overlap_DAPI_RFP	0.03296748979809927	-0.0005575181909153684	-0.042110206066094696	0.042110206066094696	0.21794135162578082	0.01619106564049913	-0.23413241726627937
Cytoplasm_Correlation_Overlap_GFP_RFP	0.01516120746611671	-0.0005503840490513301	0.08436602245578873	-0.08436602245578895	0.09889910084237379	-0.02487869433157426	-0.07402040651079911
Cytoplasm_Correlation_RWC_CY5_DAPI	0.1005335155128122	0.0014996786685591644	0.06359172323363227	-0.06359172323363221	-0.35802168237785365	-0.02041032298998656	0.3784320053678393
Cytoplasm_Correlation_RWC_CY5_GFP	0.11345097218430256	0.0015249758233618182	0.2179553863003029	-0.2179553863003032	-0.35745393852041885	0.1373198828606116	0.22013405565980632
Cytoplasm_Correlation_RWC_CY5_RFP	0.009374932682221337	0.0001872632017546511	0.04811168722053337	-0.04811168722053344	-0.10673198150936666	-0.023349904747024166	0.13008188625639058
Cytoplasm_Correlation_RWC_DAPI_CY5	0.1314299530028724	0.002419574802077216	-0.059955529628542115	0.05995552962854235	-0.4527256370856877	0.12292518934756409	0.329800447738122
Cytoplasm_Correlation_RWC_DAPI_GFP	0.11502683151847881	0.0022146266670192154	0.06656156754249037	-0.0665615675424904	-0.3611425324904064	0.1634369151827122	0.19770561730769304
Cytoplasm_Correlation_RWC_DAPI_RFP	0.004146619538129781	-0.00037324258533871313	0.01185647766607053	-0.011856477666070554	0.035167891349606656	-0.037098388729635265	0.0019304973800287756
Cytoplasm_Correlation_RWC_GFP_CY5	0.03154497393209488	-0.000604698231293942	-0.08749268722561111	0.0874926872256113	-0.06366493137245663	0.03237007971538902	0.03129485165706726
Cytoplasm_Correlation_RWC_GFP_DAPI	0.046614520400559134	0.0010059260203132616	0.01156473655655571	-0.011564736556555679	-0.25589049881183157	-0.02443595321753049	0.2803264520293613
Cytoplasm_Correlation_RWC_GFP_RFP	0.02245497690460474	-0.0009460109180041945	-0.035756726057869725	0.03575672605786976	0.1359675482316529	-0.0537198605291293	-0.08224768770252319
Cytoplasm_Correlation_RWC_RFP_CY5	0.009670550082095386	0.0003133428425688212	-0.04253857336972028	0.042538573369720445	-0.13933392023821167	0.01941425454339639	0.1199196656948148
Cytoplasm_Correlation_RWC_RFP_DAPI	0.045848208133195234	0.0008407851915731354	0.051665697478886885	-0.051665697478886885	-0.2585997983997478	-0.016275441196516777	0.27487523959626387
Cytoplasm_Correlation_RWC_RFP_GFP	0.06562670685544525	0.001292404817746771	0.15283982742173582	-0.15283982742173602	-0.2682346731808691	0.11244659872887793	0.15578807445199033
Cytoplasm_Granularity_10_CY5	0.0005173652991841138	8.712118605233106e-05	0.017587676555542615	-0.017587676555542643	-0.009882958276438127	0.002184839960570447	0.007698118315867671
Cytoplasm_Granularity_10_DAPI	0.0034164949594709393	9.089015411511374e-05	0.03538211487161871	-0.03538211487161875	-0.056494445573158705	-0.012821430165951074	0.06931587573910966
Cytoplasm_Granularity_10_GFP	0.002816342296227403	-0.00024290224882002014	0.03913244510945629	-0.0391324451094564	0.04869804118877484	-0.006421026349983094	-0.04227701483879154
Cytoplasm_Granularity_10_RFP	0.008909273128822726	-0.0006037632792609442	-0.0038775306045455704	0.0038775306045455453	0.11203020185951709	-0.029461291036555617	-0.08256891082296111
Cytoplasm_Granularity_11_CY5	0.0001582207268310265	6.495827153210287e-05	0.006756055954450774	-0.006756055954450784	-0.006554900825632788	0.0008820901232864178	0.005672810702346356
Cytoplasm_Granularity_11_DAPI	0.008833729232427978	-0.00012683082415071393	0.043633875933796966	-0.043633875933797035	-0.02426187963298048	-0.054500424071060684	0.07876230370404122
Cytoplasm_Granularity_11_GFP	0.0033749959714191036	-0.00037769925333820247	0.0022383655218669585	-0.0022383655218669862	0.06807779802855235	-0.016197390448549343	-0.05188040758000278
Cytoplasm_Granularity_11_RFP	0.011289879857960039	-0.0006754586118780868	-0.0022350826095508536	0.0022350826095508354	0.11918416244613865	-0.038248466396016166	-0.08093569605012207
Cytoplasm_Granularity_12_CY5	0.0003315924873099618	7.399903947699456e-05	0.012602249293947355	-0.012602249293947373	-0.016673009340209377	0.01448762545313868	0.002185383887070642
Cytoplasm_Granularity_12_DAPI	0.009994652489109357	-0.00026244237839974485	0.04954079846874486	-0.04954079846874495	0.008398912355196526	-0.05802134378535944	0.04962243143016308
Cytoplasm_Granularity_12_GFP	0.005458611616766973	-0.00046336935243292365	-0.011918338776210874	0.011918338776210858	0.07507013742781268	-0.006742300939135462	-0.06832783648867702
Cytoplasm_Granularity_12_RFP	0.012050141940999737	-0.0006890887339300464	-0.015421532524188514	0.015421532524188524	0.11784615118362049	-0.048840225242375274	-0.0690059259412448
Cytoplasm_Granularity_13_CY5	0.00018151875551641883	4.5483606214003866e-05	0.007795754577368131	-0.007795754577368148	-0.0003557001052698905	0.008401317991863987	-0.008045617886594098
Cytoplasm_Granularity_13_DAPI	0.012675474135383169	-0.0004775150740070108	0.05677985656330311	-0.05677985656330322	0.04607660449573095	-0.04336138822820633	-0.0027152162675243355
Cytoplasm_Granularity_13_GFP	0.0039212423866339385	-0.0003860939409013219	-0.017162793062238113	0.017162793062238106	0.06775701176635399	-0.014984342232755857	-0.052772669533597924
Cytoplasm_Granularity_13_RFP	0.012274447063578164	-0.0006999280539025668	-0.007398413067098458	0.007398413067098438	0.12316897492831091	-0.054701162393308	-0.0684678125350025
Cytoplasm_Granularity_14_CY5	0.0002723941025363219	-3.3110417607715056e-06	-0.015122203488226817	0.015122203488226847	0.007734864618398791	0.0013501252362449596	-0.00908498985464375
Cytoplasm_Granularity_14_DAPI	0.012561008714882416	-0.0005454495554854618	0.06196560788428311	-0.06196560788428325	0.07469992971869291	-0.032378923329387854	-0.042321006389304694
Cytoplasm_Granularity_14_GFP	0.00402296994757434	-0.0003334547864047784	-0.034734008186356365	0.034734008186356406	0.0659447906156929	-0.013462914464335334	-0.0524818761513574
Cytoplasm_Granularity_14_RFP	0.024878649034608458	-0.0009956044054577706	-0.014642675762803953	0.014642675762803934	0.1653165812199092	-0.06267149512435463	-0.102645086095554
Cytoplasm_Granularity_15_CY5	0.0015791986371339606	-0.00018189757413349642	-0.026911685623698348	0.026911685623698403	0.03738821721383805	-0.01705733370393966	-0.02033088350989829
Cytoplasm_Granularity_15_DAPI	0.015447742001162279	-0.0006888902782300965	0.05206895624561128	-0.0520689562456114	0.10627492006308492	-0.04610784404319607	-0.060167076019888396
Cytoplasm_Granularity_15_GFP	0.003144321883576384	-0.0002816871224606395	-0.032803712600092454	0.03280371260009249	0.06201379925717844	-0.014384434842601138	-0.047629364414577144
Cytoplasm_Granularity_15_RFP	0.016694328295260186	-0.0007946732784435911	-0.004355934996513516	0.004355934996513476	0.12498834370365716	-0.05874808792957682	-0.06624025577407988
Cytoplasm_Granularity_16_CY5	0.002776466130055444	-0.0003382558002803272	-0.009006810867371956	0.00900681086737196	0.0581184182263696	-0.011596134610011284	-0.046522283616358136
Cytoplasm_Granularity_16_DAPI	0.014865452135400359	-0.0007004623468951102	0.03378851976052709	-0.033788519760527165	0.07586658550759415	-0.026788958190737358	-0.049077627316856505
Cytoplasm_Granularity_16_GFP	0.005253000660283114	-0.0004643190283029793	-0.00491822779831827	0.004918227798318241	0.0977353005914964	-0.022358716635646474	-0.07537658395584962
Cytoplasm_Granularity_16_RFP	0.013187241509835856	-0.0007210120753645436	-0.0008578004346612433	0.0008578004346612286	0.11194119828907008	-0.04653636462844536	-0.06540483366062433
Cytoplasm_Granularity_1_CY5	0.012882171893026428	0.0004493981955594252	-0.0895001862341735	0.08950018623417368	-0.0473472729583351	0.04887725637354913	-0.0015299834152143754
Cytoplasm_Granularity_1_DAPI	0.020142583669200742	-0.0007040484804484747	0.006850837784955559	-0.006850837784955556	0.018211111350574787	-0.07500451109663696	0.05679339974606236
Cytoplasm_Granularity_1_GFP	0.03762011874812743	0.0003875274706940205	-0.1821666867603722	0.1821666867603725	-0.0343141256389381	0.021219337117745277	0.013094788521192544
Cytoplasm_Granularity_1_RFP	0.04371696839857353	0.001171449314721803	-0.05220065696192447	0.05220065696192458	-0.18672924643943714	0.08524414326217819	0.10148510317725822
Cytoplasm_Granularity_2_CY5	0.005762022799762345	0.0004710607616368103	0.020138885173931302	-0.020138885173931323	-0.06697788095192979	0.045469618988368043	0.02150826196356151
Cytoplasm_Granularity_2_DAPI	0.07525091167860098	-0.00019171525333118263	-0.012244188932405808	0.012244188932405907	-0.14478856632452333	-0.07724643731292907	0.2220350036374521
Cytoplasm_Granularity_2_GFP	0.015375949438666159	0.0007066618334473861	-0.05591428114918415	0.05591428114918432	-0.13275609267855948	0.04876092701468433	0.0839951656638746
Cytoplasm_Granularity_2_RFP	0.05039746389400113	0.001404960349674455	0.03495783150932455	-0.03495783150932457	-0.22751754811153752	0.10770146531576644	0.1198160827957703
Cytoplasm_Granularity_3_CY5	0.009391383339296233	0.0005059213887321593	0.05439051675560557	-0.05439051675560564	-0.08403086236599247	0.041393822326154	0.04263704003983823
Cytoplasm_Granularity_3_DAPI	0.0019431847829005644	-0.00015498960892048263	0.010920652297641258	-0.010920652297641279	0.013038327195684624	-0.04874374134303077	0.035705414147346265
Cytoplasm_Granularity_3_GFP	0.004197303182238987	0.00037221293906527456	0.004476554449009254	-0.004476554449009249	-0.09230143501650716	0.03271468476565641	0.05958675025085043
Cytoplasm_Granularity_3_RFP	0.02745500175441895	0.0009766420510738507	0.04273671316884883	-0.04273671316884883	-0.16312230397780061	0.07960013966447377	0.08352216431332628
Cytoplasm_Granularity_4_CY5	0.005567648423860039	0.0003284003202618854	0.05263762209739852	-0.052637622097398605	-0.06265506062650843	0.03161035529213561	0.031044705334372653
Cytoplasm_Granularity_4_DAPI	0.0012344844415715928	-0.0002246393952019376	0.006773956081553012	-0.006773956081553043	0.05132971463279347	-0.02217175400185284	-0.029157960630940435
Cytoplasm_Granularity_4_GFP	0.0016244704859693648	2.555167571422457e-05	0.02641359071288173	-0.026413590712881768	-0.038488406036195466	0.0011038141322225192	0.037384591903972864
Cytoplasm_Granularity_4_RFP	0.00721694124387251	0.0005114788985957761	0.015598353629124567	-0.01559835362912459	-0.08837902865828962	0.04617094369992042	0.04220808495836889
Cytoplasm_Granularity_5_CY5	0.002812311860125316	9.283147505291941e-05	0.04660671963560046	-0.04660671963560054	-0.03716380756105059	0.008184646114743071	0.028979161446307453
Cytoplasm_Granularity_5_DAPI	0.0017451653019510127	-0.00024836763869881637	-0.016981053282944414	0.01698105328294443	0.052928610304711375	-0.023549323139998253	-0.029379287164712956
Cytoplasm_Granularity_5_GFP	0.0024286222862449636	3.42248419557638e-05	0.03150325792459403	-0.031503257924594075	-0.04091222974411215	-0.014052755788699203	0.05496498553281129
Cytoplasm_Granularity_5_RFP	0.001580774126909934	0.000143873522135878	0.028574040258548636	-0.028574040258548674	-0.04222522427922741	0.0192359465833234	0.022989277695903892
